"code","outcrop","analysed.material","period","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude"
"GDM.1834","Cometa des Morts","Cu metal","Iron Age",18.636,15.694,38.839,0.842,2.084,171,9.85,3.994,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364
"GDM.1835","Cometa des Morts","Cu metal","Iron Age",18.753,15.69,38.916,0.837,2.075,76,9.81,3.9552,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364
"GDM.1836","Cometa des Morts","Cu metal","Iron Age",18.531,15.685,38.687,0.846,2.088,231,9.83,3.982,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364
"GDM.1837","Cometa des Morts","Cu metal","Iron Age",18.701,15.688,38.89,0.839,2.08,111,9.81,3.975,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364
"GDM.1838","Cometa des Morts","Cu metal","Iron Age",18.724,15.683,38.835,0.838,2.074,85,9.79,3.9309,"Perelló Mateo, 2017","Ref.120",39.826631,2.848364
"GDM.1839","Es Fiters","Cu metal","Iron Age",18.63,15.686,38.807,0.842,2.083,160,9.82,3.979,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1840","Es Fiters","Cu metal","Iron Age",18.461,15.69,38.695,0.85,2.096,292,9.87,4.0347,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1841","Es Fiters","Cu metal","Iron Age",18.47,15.673,38.647,0.849,2.092,254,9.8,3.9977,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1842","Es Fiters","Cu metal","Iron Age",18.327,15.688,38.524,0.856,2.102,387,9.9,4.0347,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1843","Es Fiters","Cu metal","Iron Age",18.8,15.694,38.875,0.835,2.068,49,9.82,3.906,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1844","Es Fiters","Cu metal","Iron Age",18.462,15.639,38.519,0.847,2.086,194,9.67,3.9236,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1845","Es Fiters","Cu metal","Iron Age",18.517,15.597,38.525,0.842,2.081,70,9.5,3.8759,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1846","Es Fiters","Cu metal","Iron Age",18.473,15.594,38.426,0.844,2.08,97,9.49,3.8522,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1847","Es Fiters","Cu metal","Iron Age",18.475,15.597,38.442,0.844,2.081,102,9.51,3.8601,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1848","Son Maimó","Cu metal","Iron Age",18.769,15.695,38.968,0.836,2.076,75,9.83,3.9731,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1849","Son Espases","Cu metal","Iron Age",18.73,15.693,39.038,0.838,2.084,99,9.82,4.0327,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1850","Son Espases","Cu metal","Iron Age",18.668,15.691,38.952,0.841,2.087,141,9.83,4.0298,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1851","Son Bauçà","Cu metal","Iron Age",18.371,15.647,38.486,0.852,2.095,278,9.72,3.97,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1852","Son Bauçà","Cu metal","Iron Age",18.328,15.676,38.505,0.855,2.101,365,9.85,4.0197,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1853","Son Bauçà","Cu metal","Iron Age",18.834,15.69,38.883,0.833,2.064,16,9.8,3.8872,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1854","Son Bauçà","Cu metal","Iron Age",18.252,15.636,38.417,0.857,2.105,346,9.7,4.0108,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1855","Sa Cova","Cu metal","Iron Age",18.478,15.584,38.38,0.843,2.077,71,9.45,3.8205,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1856","Sa Cova","Cu metal","Iron Age",18.312,15.658,38.505,0.855,2.103,342,9.78,4.0243,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1857","Es Morro ","Cu metal","Iron Age",18.291,15.65,38.47,0.856,2.103,343,9.75,4.0172,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.1858","Son Real","Cu metal","Iron Age",18.727,15.692,39.03,0.838,2.084,100,9.82,4.0308,"Perelló Mateo, 2017","Ref.120",39.737759,3.08295
"GDM.2843","Ribera de Cabanes","Pb metal","Iron Age",18.734,15.696,39.049,0.838,2.084,103,9.84,4.0371,"Aguilella& Montero Ruiz, 2018","Ref.121",40.171136,0.156527
"GDM.2738","Mediterranean sea","Cu metal","Roman",18.447,15.723,38.67,0.852,2.096,364,10.01,4.0428,"Bode et al., 2018","Ref.122",36.419003,-5.004695
"GDM.1859","Monte dos Castelinhos","Pb metal","Roman",18.229,15.604,38.354,0.856,2.104,302,9.58,3.9807,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1860","Monte dos Castelinhos","Pb metal","Roman",18.211,15.607,38.28,0.857,2.102,322,9.6,3.9538,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1861","Monte dos Castelinhos","Pb metal","Roman",18.252,15.624,38.384,0.856,2.103,323,9.66,3.9883,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1862","Monte dos Castelinhos","Pb metal","Roman",18.227,15.621,38.386,0.857,2.106,336,9.65,4.0056,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1863","Monte dos Castelinhos","Pb metal","Roman",18.294,15.66,38.564,0.856,2.108,360,9.79,4.0694,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1864","Monte dos Castelinhos","Pb metal","Roman",18.257,15.61,38.394,0.855,2.103,293,9.6,3.9853,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1865","Monte dos Castelinhos","Pb metal","Roman",18.353,15.637,38.596,0.852,2.103,272,9.69,4.0375,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1866","Monte dos Castelinhos","Pb metal","Roman",18.336,15.659,38.561,0.854,2.103,327,9.78,4.0383,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1867","Monte dos Castelinhos","Pb metal","Roman",18.457,15.633,38.631,0.847,2.093,186,9.65,3.9837,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1868","Monte dos Castelinhos","Pb metal","Roman",18.192,15.572,38.294,0.856,2.105,268,9.47,3.9621,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1869","Monte dos Castelinhos","Pb metal","Roman",18.244,15.635,38.349,0.857,2.102,350,9.7,3.9786,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1870","Monte dos Castelinhos","Pb metal","Roman",18.204,15.619,38.283,0.858,2.103,350,9.65,3.9645,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1871","Monte dos Castelinhos","Pb metal","Roman",18.269,15.62,38.31,0.855,2.097,303,9.64,3.9351,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1872","Monte dos Castelinhos","Pb metal","Roman",18.187,15.604,38.338,0.858,2.108,334,9.59,4.0011,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1873","Monte dos Castelinhos","Pb metal","Roman",18.446,15.624,38.663,0.847,2.096,177,9.61,4.0047,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1874","Monte dos Castelinhos","Pb metal","Roman",18.235,15.627,38.403,0.857,2.106,342,9.67,4.0114,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1875","Monte dos Castelinhos","Pb metal","Roman",18.257,15.646,38.394,0.857,2.103,361,9.74,3.998,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1876","Monte dos Castelinhos","Pb metal","Roman",18.205,15.602,38.358,0.857,2.107,317,9.58,3.9988,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1877","Monte dos Castelinhos","Pb metal","Roman",18.24,15.65,38.505,0.858,2.111,381,9.77,4.0716,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1878","Monte dos Castelinhos","Pb metal","Roman",18.224,15.636,38.325,0.858,2.103,367,9.71,3.9796,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1879","Monte dos Castelinhos","Pb metal","Roman",18.276,15.663,38.453,0.857,2.104,378,9.81,4.0228,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1880","Monte dos Castelinhos","Pb metal","Roman",18.246,15.619,38.426,0.856,2.106,318,9.64,4.0134,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1881","Monte dos Castelinhos","Pb metal","Roman",18.207,15.603,38.344,0.857,2.106,317,9.59,3.9901,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1882","Monte dos Castelinhos","Pb metal","Roman",18.243,15.616,38.383,0.856,2.104,315,9.63,3.9911,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1883","Monte dos Castelinhos","Pb metal","Roman",18.271,15.603,38.406,0.854,2.102,269,9.57,3.9796,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1884","Monte dos Castelinhos","Pb metal","Roman",18.205,15.602,38.322,0.857,2.105,317,9.58,3.9791,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1885","Monte dos Castelinhos","Pb metal","Roman",18.36,15.643,38.574,0.852,2.101,279,9.71,4.0231,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1886","Monte dos Castelinhos","Pb metal","Roman",18.264,15.634,38.446,0.856,2.105,333,9.7,4.0171,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1887","Monte dos Castelinhos","Pb metal","Roman",18.469,15.643,38.693,0.847,2.095,197,9.68,4.0118,"Gomes et al., 2018","Ref.123",39.01197,-8.974289
"GDM.1888","El Carambolo","Gold","Bronze Age",18.319,15.645,38.429,0.854,2.098,313,9.73,3.9741,"Nocete et al., 2018","Ref.125",37.392485,-6.036451
"GDM.1889","El Carambolo","Gold","Bronze Age",18.309,15.636,38.425,0.854,2.099,303,9.69,3.9756,"Nocete et al., 2018","Ref.125",37.392485,-6.036451
"GDM.1890","El Carambolo","Gold","Bronze Age",18.328,15.606,38.377,0.852,2.095,231,9.57,3.9263,"Nocete et al., 2018","Ref.125",37.392485,-6.036451
"GDM.1891","El Carambolo","Gold","Bronze Age",18.15,15.58,38.15,0.858,2.101,316,9.51,3.9149,"Nocete et al., 2018","Ref.125",37.392485,-6.036451
"GDM.1892","Sevilla","Gold","Bronze Age",18.449,15.668,38.623,0.849,2.094,260,9.79,3.9974,"Nocete et al., 2018","Ref.125",37.356596,-6.011626
"GDM.1893","Cortijo Ebora","Gold","Bronze Age",18.62,15.684,38.876,0.842,2.088,164,9.81,4.0202,"Nocete et al., 2018","Ref.125",36.789951,-6.289307
"GDM.1894","Cruz del Negro","Gold","Bronze Age",18.32,15.663,38.5,0.855,2.102,346,9.8,4.0179,"Nocete et al., 2018","Ref.125",37.462399,-5.63587
"GDM.1895","Acebuchal","Gold","Bronze Age",18.361,15.636,38.384,0.851,2.089,264,9.68,3.9185,"Nocete et al., 2018","Ref.125",37.64813,-5.449019
"GDM.1896","Valencina de La Concepción","Gold","Bronze Age",18.32,15.637,38.315,0.854,2.091,297,9.69,3.9094,"Nocete et al., 2018","Ref.125",37.413096,-6.065675
"GDM.1897","Valencina de La Concepción","Gold","Bronze Age",18.328,15.638,38.433,0.853,2.097,293,9.7,3.9677,"Nocete et al., 2018","Ref.125",37.413096,-6.065675
"GDM.1898","Valencina de La Concepción","Gold","Bronze Age",18.199,15.619,38.112,0.858,2.094,353,9.65,3.8743,"Nocete et al., 2018","Ref.125",37.413096,-6.065675
"GDM.1899","Valencina de La Concepción","Gold","Bronze Age",18.439,15.626,38.478,0.847,2.086,186,9.62,3.9129,"Nocete et al., 2018","Ref.125",37.413096,-6.065675
"GDM.1900","Valencina de La Concepción","Gold","Bronze Age",17.991,15.605,38.178,0.867,2.122,483,9.65,4.0511,"Nocete et al., 2018","Ref.125",37.413096,-6.065675
"GDM.1901","Las Canteras","Gold","Bronze Age",17.988,15.613,37.996,0.868,2.112,500,9.68,3.9527,"Nocete et al., 2018","Ref.125",37.35309,-5.853174
"GDM.1902","Los Algarbes","Gold","Bronze Age",18.439,15.647,38.562,0.849,2.091,227,9.71,3.9646,"Nocete et al., 2018","Ref.125",36.075458,-5.699025
"GDM.1909","El Castillejo ","Cu mineral","Bronze Age",18.484,15.657,38.652,0.847,2.091,213,9.74,3.9852,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1910","El Castillejo ","Cu mineral","Bronze Age",20.132,15.764,38.745,0.783,1.925,-821,9.91,3.1546,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1911","El Castillejo ","Cu mineral","Bronze Age",18.645,15.656,38.638,0.84,2.072,90,9.7,3.8721,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1912","El Castillejo ","Cu mineral","Bronze Age",20.099,15.769,38.857,0.785,1.933,-783,9.93,3.2175,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1913","Cerro García ","Cu mineral","Bronze Age",18.478,15.641,38.513,0.846,2.084,186,9.67,3.9108,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1914","Peña de Hierro ","Cu mineral","Bronze Age",18.654,15.676,38.924,0.84,2.087,123,9.77,4.0192,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1915","Los Peñones ","Cu mineral","Bronze Age",18.455,15.627,38.377,0.847,2.08,176,9.62,3.8497,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1916","Los Peñones ","Cu mineral","Bronze Age",18.9,15.679,38.832,0.83,2.055,-56,9.74,3.8171,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1917","Los Peñones ","Cu mineral","Bronze Age",18.789,15.669,38.714,0.834,2.061,7,9.72,3.824,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1918","El Castillejo ","Cu metal","Bronze Age",22.209,15.88,39.008,0.715,1.756,-2263,10.21,2.4972,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1919","El Castillejo ","Cu metal","Bronze Age",18.604,15.656,38.659,0.842,2.078,121,9.71,3.9093,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1920","El Castillejo ","Cu metal","Bronze Age",21.083,15.819,39.025,0.75,1.851,-1457,10.04,2.8794,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1921","El Castillejo ","Cu metal","Bronze Age",19.97,15.793,38.909,0.791,1.948,-626,10.02,3.3086,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1922","El Castillejo ","Cu metal","Bronze Age",19.302,15.722,38.64,0.815,2.002,-271,9.84,3.5083,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1923","El Castillejo ","Cu metal","Bronze Age",18.305,15.621,38.251,0.853,2.09,278,9.63,3.8794,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1924","El Castillejo ","Cu metal","Bronze Age",18.224,15.611,38.171,0.857,2.095,319,9.61,3.8869,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1925","El Castillejo ","Cu metal","Bronze Age",18.511,15.657,38.629,0.846,2.087,193,9.73,3.9552,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1926","El Castillejo ","Cu metal","Bronze Age",18.816,15.656,38.706,0.832,2.057,-40,9.67,3.7986,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1927","El Castillejo ","Cu metal","Bronze Age",18.484,15.635,38.416,0.846,2.078,170,9.65,3.854,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1928","El Castillejo ","Cu metal","Bronze Age",18.2,15.618,38.166,0.858,2.097,351,9.65,3.9028,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1929","Peña de Hierro ","Cu metal","Bronze Age",18.571,15.662,38.812,0.843,2.09,158,9.74,4.012,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1930","Los Peñones ","Cu metal","Bronze Age",18.454,15.637,38.525,0.847,2.088,197,9.66,3.9315,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1931","Alcaide ","Cu metal","Bronze Age",18.701,15.631,38.741,0.836,2.072,-3,9.59,3.8794,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1932","Alcaide ","Cu metal","Bronze Age",18.2,15.62,38.243,0.858,2.101,355,9.65,3.9457,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1933","Alcaide ","Cu metal","Bronze Age",18.471,15.62,38.294,0.846,2.073,150,9.59,3.7934,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1934","Peñón del Oso ","Cu metal","Bronze Age",18.222,15.666,38.362,0.86,2.105,424,9.83,4.0116,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1935","Cortijo del Tardón ","Cu metal","Bronze Age",18.299,15.643,38.32,0.855,2.094,324,9.72,3.9282,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1936","Cortijo del Tardón ","Cu metal","Bronze Age",18.172,15.609,38.16,0.859,2.1,355,9.62,3.9155,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1937","Cortijo del Tardón ","Cu metal","Bronze Age",18.291,15.624,38.335,0.854,2.096,294,9.65,3.9351,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1938","Marimacho ","Cu metal","Bronze Age",18.346,15.619,38.249,0.851,2.085,243,9.62,3.8505,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1939","Marimacho ","Cu metal","Bronze Age",20.348,15.774,39.059,0.775,1.92,-970,9.92,3.1862,"Rodriguez Vinceiro et al., 2018","Ref.126",36.818218,-4.380319
"GDM.1947","Cova des pas","Cu metal","Bronze Age",18.299,15.652,38.467,0.855,2.102,341,9.76,4.0107,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1948","Cova des pas","Cu metal","Bronze Age",18.444,15.68,38.644,0.85,2.095,287,9.84,4.0162,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1949","Cova des pas","Cu metal","Bronze Age",18.301,15.678,38.499,0.857,2.104,387,9.86,4.0354,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1950","Cova des pas","Cu metal","Bronze Age",18.296,15.654,38.461,0.856,2.102,347,9.77,4.0103,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1951","Cova des pas","Cu metal","Bronze Age",18.316,15.678,38.516,0.856,2.103,378,9.86,4.0348,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1952","Cova des pas","Cu metal","Bronze Age",18.317,15.679,38.514,0.856,2.103,378,9.86,4.033,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1953","Cova des pas","Cu metal","Bronze Age",18.322,15.669,38.515,0.855,2.102,356,9.82,4.0263,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1954","Cova des pas","Cu metal","Bronze Age",18.243,15.652,38.344,0.858,2.102,383,9.77,3.9825,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1955","Cova des pas","Cu metal","Bronze Age",18.324,15.68,38.524,0.856,2.102,375,9.86,4.034,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1956","Cova des pas","Cu metal","Bronze Age",18.323,15.68,38.52,0.856,2.102,375,9.86,4.0326,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1957","Cova des pas","Cu metal","Bronze Age",18.37,15.678,38.577,0.853,2.1,338,9.85,4.0301,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1958","Cova des pas","Cu metal","Bronze Age",18.428,15.682,38.641,0.851,2.097,303,9.85,4.0262,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1959","Cova des pas","Cu metal","Bronze Age",18.401,15.681,38.604,0.852,2.098,321,9.85,4.0251,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1960","Cova des pas","Cu metal","Bronze Age",18.413,15.686,38.619,0.852,2.097,320,9.87,4.026,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1961","Cova des pas","Cu metal","Bronze Age",18.411,15.687,38.624,0.852,2.098,325,9.87,4.0309,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1962","Cova des pas","Cu metal","Bronze Age",18.27,15.649,38.452,0.857,2.105,358,9.76,4.022,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1963","Cova des pas","Cu metal","Bronze Age",18.347,15.669,38.531,0.854,2.1,337,9.82,4.0178,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147
"GDM.1998","Son Real","Pb metal","Iron Age",18.699,15.697,38.967,0.839,2.084,129,9.85,4.0187,"Perellò Mateo & Llull Estarellas, 2019","Ref.129",39.733488,3.185825
"GDM.2662","Asiego","Cu metal","Bronze Age",30.188,16.269,38.513,0.539,1.276,-13324,11.45,0.9468,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.864672
"GDM.2663","Asiego","Cu metal","Bronze Age",34.247,16.483,38.53,0.481,1.125,-217545,12.88,0.4821,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.864673
"GDM.2664","Asiego","Cu metal","Bronze Age",20.156,15.758,38.517,0.782,1.911,-855,9.88,3.0489,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.864674
"GDM.2665","Asiego","Cu metal","Bronze Age",33.95,16.466,38.573,0.485,1.136,-216247,12.71,0.4911,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.864675
"GDM.2666","Asiego","Cu metal","Bronze Age",36.574,16.602,38.529,0.454,1.053,-222911,14.14,0.439,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.864676
"GDM.2667","Asiego","Cu metal","Bronze Age",27.904,16.161,38.531,0.579,1.381,-8225,11.1,1.2477,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.864677
"GDM.2668","Asiego","Cu metal","Bronze Age",25.446,16.024,38.499,0.63,1.513,-5203,10.65,1.6147,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.864678
"GDM.2669","Asiego","Cu metal","Bronze Age",21.756,15.834,38.502,0.728,1.77,-1998,10.06,2.4645,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.864679
"GDM.2670","Asiego","Cu metal","Bronze Age",36.432,16.581,38.501,0.455,1.057,-222858,14.06,0.4397,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.86468
"GDM.2671","Asiego","Cu metal","Bronze Age",22.101,15.855,38.511,0.717,1.743,-2244,10.13,2.3662,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.864681
"GDM.2672","Asiego","Cu metal","Bronze Age",27.66,16.143,38.527,0.584,1.393,-7914,11.04,1.2783,"Reguera-Galán et al., 2019","Ref.130",43.325757,-4.864682
"GDM.2673","Gamonedo","Cu metal","Bronze Age",20.688,15.75,38.105,0.761,1.842,-1315,9.82,2.668,"Reguera-Galán et al., 2019","Ref.130",43.310039,-4.996831
"GDM.2674","Gamonedo","Cu metal","Bronze Age",19.014,15.694,38.505,0.825,2.025,-112,9.78,3.5956,"Reguera-Galán et al., 2019","Ref.130",43.310039,-4.996831
"GDM.2675","Gamonedo","Cu metal","Bronze Age",21.889,15.837,38.53,0.724,1.76,-2109,10.07,2.4323,"Reguera-Galán et al., 2019","Ref.130",43.310039,-4.996831
"GDM.2676","Gamonedo","Cu metal","Bronze Age",27.965,16.156,38.516,0.578,1.377,-8407,11.08,1.2334,"Reguera-Galán et al., 2019","Ref.130",43.310039,-4.996831
"GDM.2677","Gamonedo","Cu metal","Bronze Age",23.577,15.934,38.521,0.676,1.634,-3416,10.36,1.993,"Reguera-Galán et al., 2019","Ref.130",43.310039,-4.996831
"GDM.2678","Gamonedo","Cu metal","Bronze Age",21.719,15.83,38.484,0.729,1.772,-1978,10.05,2.4693,"Reguera-Galán et al., 2019","Ref.130",43.310039,-4.996831
"GDM.2679","Gamonedo","Cu metal","Bronze Age",19.46,15.714,38.496,0.807,1.978,-412,9.79,3.3559,"Reguera-Galán et al., 2019","Ref.130",43.310039,-4.996831
"GDM.2680","Gamonedo","Cu metal","Bronze Age",19.712,15.731,38.51,0.798,1.954,-569,9.82,3.2421,"Reguera-Galán et al., 2019","Ref.130",43.310039,-4.996831
