"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1","geol.zone"
"GDM.2346","GDM.2346","MIDAS 231-A","Spain","Córdoba","Sierra de Hornachuelos","Mina del Romano",37.913519,-5.252702,"Mineral","Cu mineral","qz, gn, cpy, sl, sid, mq, bn, ccs","Cu",18.4633,0.0042,15.5876,0.0037,38.4657,0.0136,0.844251,5e-05,2.083257,0.00019,NA,NA,NA,NA,NA,"OMZ","Neo Prot.","Pz y Volcánicas ","Olivenza-Monesterio",NA,NA,NA,NA,NA,NA,91,9.4701,3.8765,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Ossa Morena Zone"
"GDM.2347","GDM.2347","MIDAS 437","Spain","Córdoba","Posadas","La Plata o Casiano del Prado",37.888791,-5.136264,"Mineral","Cu mineral","qz, gn, frei, ttd, sl, py, cpy, cub, mq","Cu",18.1877,0.0012,15.5697,0.0011,38.0672,0.0028,0.856058,2e-05,2.093024,6e-05,NA,NA,NA,NA,NA,"OMZ","Neo Prot.","Pz y Volcánicas ","Olivenza-Monesterio",NA,NA,NA,NA,NA,NA,267,9.4578,3.8403,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Ossa Morena Zone"
"GDM.2348","GDM.2348","MIDAS 220","Spain","Córdoba","Obejo","Quita Pellejo",38.004278,-4.752687,"Mineral","Cu mineral","cp, mq, az, cup","Cu",18.2552,0.0018,15.6077,0.002,38.3079,0.0113,0.85498,4e-05,2.098405,0.00018,NA,NA,NA,NA,NA,"OMZ","Camb inf y medio","Esq neises y anfibolitas","Obejo-Valsequillo",NA,NA,NA,NA,NA,NA,290,9.5927,3.939,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Ossa Morena Zone"
"GDM.2349","GDM.2349","MIDAS 221","Spain","Córdoba","Obejo","Quita Pellejo",38.004278,-4.752687,"Mineral","Cu mineral","Cu-sulphate","Cu",18.268,0.0018,15.6363,0.0021,38.3963,0.0116,0.855933,4e-05,2.101772,0.00021,NA,NA,NA,NA,NA,"OMZ","Camb inf y medio","Esq neises y anfibolitas","Obejo-Valsequillo",NA,NA,NA,NA,NA,NA,335,9.7034,3.9883,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Ossa Morena Zone"
"GDM.2350","GDM.2350","MIDAS 222","Spain","Córdoba","Obejo","Quita pellejo",38.004278,-4.752687,"Mineral","Cu mineral","cpy, mq","Cu",18.4457,0.0023,15.603,0.0022,38.4596,0.0116,0.845883,4e-05,2.084982,0.00018,NA,NA,NA,NA,NA,"OMZ","Camb inf y medio","Esq neises y anfibolitas","Obejo-Valsequillo",NA,NA,NA,NA,NA,NA,135,9.5331,3.8905,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Ossa Morena Zone"
"GDM.2351","GDM.2351","MIDAS 223","Spain","Córdoba","Obejo","Siete Cuevas o Pozo del Marqués",38.00575,-4.764522,"Mineral","Cu mineral","mq","Cu",18.2493,0.0019,15.6203,0.0022,38.338,0.0116,0.855937,4e-05,2.100748,2e-04,NA,NA,NA,NA,NA,"OMZ","Camb inf y medio","Esq neises y anfibolitas","Obejo-Valsequillo",NA,NA,NA,NA,NA,NA,318,9.6441,3.9638,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Ossa Morena Zone"
"GDM.2352","GDM.2352","MIDAS 232-A","Spain","Córdoba","Cardeña","Cerro Plaza",38.292888,-4.245404,"Mineral","Cu mineral","qz, hm, mq, cris, tor, goe","Cu",18.3074,0.0018,15.6591,0.002,38.4904,0.0114,0.855333,4e-05,2.102375,0.00019,NA,NA,NA,NA,NA,"NIM","Carb sup","Monzogranito","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,348,9.7848,4.02,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2353","GDM.2353","MIDAS 233","Spain","Córdoba","Villanueva de Córdoba","Los Cuatro Amigos",38.238586,-4.688635,"Mineral","Cu mineral","qz, Bi, bmt, apy, cpy, mq","Cu",18.584,0.0019,15.6527,0.002,38.7293,0.0114,0.842257,4e-05,2.083946,0.00019,NA,NA,NA,NA,NA,"NIM","carb inf","Pizarras mosq","CULM Pedroches",NA,NA,NA,NA,NA,NA,129,9.6983,3.9574,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2354","GDM.2354","MIDAS 234","Spain","Córdoba","Pozoblanco","Virgen de Luna",38.330753,-4.718376,"Mineral","Cu mineral","qz, cpy, mq","Cu",19.7459,0.0023,15.696,0.0022,38.6067,0.0115,0.794904,4e-05,1.955123,0.00017,NA,NA,NA,NA,NA,"NIM","Carb inf","granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,-677,9.6966,3.2556,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2355","GDM.2355","MIDAS 235","Spain","Córdoba","Azuel","Arroyo del Reloj",38.321293,-4.280122,"Mineral","Cu mineral","qz, gn, ank, cer, mq","Cu",18.3431,0.0052,15.6366,0.0047,38.8101,0.0155,0.852452,5e-05,2.115649,0.00019,NA,NA,NA,NA,NA,"NIM","carb inf","Pizarras mosq","CULM Pedroches",NA,NA,NA,NA,NA,NA,279,9.6868,4.1587,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2356","GDM.2356","MIDAS 236","Spain","Córdoba","Azuel","Cerro de la Colmena",38.319816,-4.279993,"Mineral","Cu mineral","ept, gn, bar, cer, mq, prm","Cu",18.3479,0.0016,15.6555,0.0018,38.4641,0.011,0.853259,4e-05,2.096326,0.00018,NA,NA,NA,NA,NA,"NIM","carb inf","Rocas calcosilicatadas","CULM Pedroches",NA,NA,NA,NA,NA,NA,311,9.7607,3.977,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2357","GDM.2357","MIDAS 237","Spain","Jaén","Baños de la Encina","Salida de las Yeguas",38.168915,-3.845627,"Mineral","Cu mineral","qz, gn, cpy, py, ept, mq, cris, cer","Cu",18.2266,0.0017,15.6189,0.0019,38.3643,0.0112,0.856922,4e-05,2.104789,0.00018,NA,NA,NA,NA,NA,"NIM","Carb sup","Monzogranito","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,333,9.644,3.9933,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2358","GDM.2358","MIDAS 239","Spain","Jaén","Andujar","Arroyo de la Alcobilla",38.082138,-4.062681,"Mineral","Cu mineral","qz, cpy, py, mq","Cu",18.2984,0.0017,15.633,0.0019,38.4217,0.0112,0.85434,4e-05,2.099678,0.00019,NA,NA,NA,NA,NA,"NIM","Carb sup","Monzogranito","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,306,9.683,3.98,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2359","GDM.2359","MIDAS 240-A","Spain","Jaén","Villanueva de la Reina","Pedro Bogar",38.206215,-3.869146,"Mineral","Cu mineral","qz, gn, cpy, py, bar","Cu",18.2356,0.0019,15.6277,0.0022,38.4008,0.0118,0.856987,5e-05,2.10576,0.00021,NA,NA,NA,NA,NA,"NIM","Carb inf","Pizarras mosq","CULM Pedroches",NA,NA,NA,NA,NA,NA,342,9.6769,4.01,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2360","GDM.2360","MIDAS 241","Spain","Jaén","Baños de la Encina","Mina de las Marquesas",38.157519,-3.784689,"Mineral","Cu mineral","bar, cc, gn, cris, mq","Cu",18.2406,0.0017,15.6215,0.0019,38.3713,0.0111,0.856415,4e-05,2.103574,0.00018,NA,NA,NA,NA,NA,"NIM","Carb inf","Brechas","CULM Pedroches",NA,NA,NA,NA,NA,NA,327,9.651,3.9883,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2361","GDM.2361","MIDAS 242","Spain","Jaén","Virgen de la Cabeza","La Virgen",38.212453,-4.034459,"Mineral","Cu mineral","qz, sid, ank, cpy, tor, cris, mq, hm, bn","Cu",19.6746,0.002,15.7048,0.0021,39.2783,0.0118,0.798225,4e-05,1.996351,0.00019,NA,NA,NA,NA,NA,"NIM","Carb sup","Monzogranito","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,-599,9.7352,3.586,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2362","GDM.2362","MIDAS 198","Spain","Jaén","Linares","Las Angustias",38.117401,-3.676911,"Mineral","Cu mineral","gn, cer, mq, cris","Cu",18.2298,0.0017,15.6068,0.0019,38.3259,0.0112,0.856114,4e-05,2.102309,0.00019,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,307,9.595,3.9659,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2363","GDM.2363","MIDAS 199-A","Spain","Jaén","Linares","Las Riscas",38.129143,-3.658344,"Mineral","Cu mineral","gn, cpy, mq, cer","Cu",18.2685,0.0017,15.6335,0.0019,38.4263,0.0114,0.855762,4e-05,2.103384,0.00019,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,329,9.6921,4.0032,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2364","GDM.2364","MIDAS 199-B","Spain","Jaén","Linares","Las Riscas",38.129143,-3.658344,"Mineral","Cu mineral","gn, cpy, mq, cer","Cu",18.255,0.0017,15.6209,0.0018,38.3818,0.0112,0.855709,4e-05,2.102505,0.00018,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,315,9.6451,3.9839,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2365","GDM.2365","MIDAS 200-A","Spain","Jaén","Linares","Cabueñes",38.132775,-3.613144,"Mineral","Cu mineral","qz, gn, py, cpy, mq","Cu",18.2529,0.0017,15.6268,0.0019,38.3986,0.0114,0.856127,4e-05,2.103649,0.00019,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,328,9.6691,3.9966,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2366","GDM.2366","MIDAS 200-B","Spain","Jaén","Linares","Cabueñes",38.132775,-3.613144,"Mineral","Cu mineral","qz, gn, py, cpy, mq","Cu",18.297,0.0019,15.6454,0.0023,38.4705,0.0119,0.855079,5e-05,2.102509,0.00021,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,330,9.7326,4.0117,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2367","GDM.2367","MIDAS 200-C","Spain","Jaén","Linares","Cabueñes",38.132775,-3.613144,"Mineral","Cu mineral","qz, gn, py, cpy, mq","Cu",18.2467,0.0017,15.6178,0.0019,38.3706,0.0114,0.85592,4e-05,2.102814,0.00019,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,315,9.6348,3.9824,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2368","GDM.2368","MIDAS 209","Spain","Jaén","Linares","La Cruz-San Enrique",38.137343,-3.648704,"Mineral","Cu mineral","qz, ank, cc, gn, cpy, cris, mq, hm","Cu",18.2471,0.0018,15.6169,0.002,38.3688,0.0115,0.855857,4e-05,2.102686,2e-04,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,313,9.6311,3.9809,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2369","GDM.2369","MIDAS 203-B","Spain","Jaén","Linares","Pozo Ancho",38.126801,-3.643351,"Mineral","Cu mineral","qz, gn, cpy, py, mq, cup, cris, cer","Cu",18.2952,0.0023,15.6488,0.0028,38.4987,0.0131,0.855339,6e-05,2.104252,0.00026,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,338,9.7467,4.0293,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2370","GDM.2370","MIDAS 211","Spain","Jaén","Guarromán","La Cruz- Porvenir Oscuro",38.160432,-3.624024,"Mineral","Cu mineral","qz, cc, gn, cpy, bar, mq, cris","Cu",18.2519,0.0018,15.6257,0.0021,38.3959,0.0116,0.856105,4e-05,2.10361,2e-04,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,326,9.665,3.9954,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2371","GDM.2371","MIDAS 201","Spain","Jaén","Guarromán","La Entrina/Ocharán",38.16473,-3.608753,"Mineral","Cu mineral","gn, cpy, py, mq, az","Cu",18.2376,0.0017,15.6107,0.0018,38.3452,0.0112,0.855953,4e-05,2.102471,0.00018,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,309,9.6087,3.9724,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2372","GDM.2372","MIDAS 202-B","Spain","Jaén","Vilches","Morales",38.193856,-3.543149,"Mineral","Cu mineral","gn, cpy, mq","Cu",18.2281,0.0017,15.6155,0.0018,38.3621,0.0112,0.856672,4e-05,2.104491,0.00019,NA,NA,NA,NA,NA,"NIM","Carb inf","Metagrauvacas","CULM Pedroches",NA,NA,NA,NA,NA,NA,325,9.6301,3.9898,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2373","GDM.2373","MIDAS 204","Spain","Jaén","Vilches","La Buena-La Mala",38.186627,-3.54724,"Mineral","Cu mineral","sl, cpy, mq, cris","Cu",18.2638,0.0017,15.6363,0.0018,38.4335,0.0112,0.856129,4e-05,2.104288,0.00018,NA,NA,NA,NA,NA,"NIM","Carb inf","Metagrauvacas","CULM Pedroches",NA,NA,NA,NA,NA,NA,338,9.7044,4.0113,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2374","GDM.2374","MIDAS 205","Spain","Jaén","Embalse de la Fernandina","Valdeinfierno- San Arturo",38.180678,-3.575615,"Mineral","Cu mineral","gn, cer, mq","Cu",18.2513,0.0017,15.6317,0.0019,38.4115,0.0113,0.856472,4e-05,2.10452,0.00019,NA,NA,NA,NA,NA,"NIM","Carb inf","Metagrauvacas","CULM Pedroches",NA,NA,NA,NA,NA,NA,338,9.6891,4.0064,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2375","GDM.2375","MIDAS 206-A","Spain","Jaén","Carboneros","Palazuelos-San Ricardo",38.190704,-3.584018,"Mineral","Cu mineral","gn, py, cpy, mq, cer","Cu",18.3014,0.0016,15.6257,0.0018,38.4269,0.0112,0.853792,4e-05,2.099595,0.00018,NA,NA,NA,NA,NA,"NIM","Carb inf","Metagrauvacas","CULM Pedroches",NA,NA,NA,NA,NA,NA,289,9.6533,3.9782,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2376","GDM.2376","MIDAS 206-B","Spain","Jaén","Carboneros","Palazuelos-San Ricardo",38.190704,-3.584018,"Mineral","Cu mineral","gn, py, cpy, mq, cer","Cu",18.3418,0.0022,15.6366,0.0025,38.4769,0.0124,0.852512,6e-05,2.097695,0.00022,NA,NA,NA,NA,NA,"NIM","Carb inf","Metagrauvacas","CULM Pedroches",NA,NA,NA,NA,NA,NA,280,9.6871,3.9813,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2377","GDM.2377","MIDAS 210","Spain","Jaén","Carboneros","Cortijo de Piedrahita",38.191959,-3.61534,"Mineral","Cu mineral","qz, gn, cpy, bar, mq, az, cer, hm","Cu",18.348,0.0019,15.6575,0.0022,38.5222,0.0118,0.853359,5e-05,2.09947,0.00021,NA,NA,NA,NA,NA,"NIM","Carb inf","Metagrauvacas","CULM Pedroches",NA,NA,NA,NA,NA,NA,315,9.7686,4.0087,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2378","GDM.2378","MIDAS 214","Spain","Jaén","Guarromán","Encarnación",38.161468,-3.609011,"Mineral","Cu mineral","ank, gn, cpy, cer, mq, cris, hm","Cu",18.3402,0.002,15.6645,0.0024,38.5455,0.0122,0.854105,5e-05,2.101657,0.00022,NA,NA,NA,NA,NA,"NIM","Carb sup","Granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,334,9.7984,4.029,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2379","GDM.2379","MIDAS 207","Spain","Jaén","Sierra Morena","San Alejandro",38.182915,-3.631432,"Mineral","Cu mineral","ank, bar, gn, cpy,mq, hm","Cu",18.2469,0.0017,15.6154,0.0018,38.3629,0.0112,0.855778,4e-05,2.10238,0.00019,NA,NA,NA,NA,NA,"NIM","Carb inf","Grav y piz mosqu","CULM Pedroches",NA,NA,NA,NA,NA,NA,311,9.6252,3.9773,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2380","GDM.2380","MIDAS 441","Spain","Jaén","Baños de la Encina","Pozo de la Abutarda",38.358885,-3.752813,"Mineral","Cu mineral","py, cpy, gn","Cu",18.1175,8e-04,15.6923,8e-04,38.3667,0.0025,0.866137,1e-05,2.11766,6e-05,NA,NA,NA,NA,NA,"NIM","ordovicico","piz. Negras","Alcudia anticline",NA,NA,NA,NA,NA,NA,547,9.9714,4.0966,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2381","GDM.2381","MIDAS 213-A","Spain","Córdoba","Cardeña","San Cayetano",38.287442,-4.404807,"Mineral","Cu mineral","qz, gn, cp, mq, cer, cris, goe","Cu",18.4638,0.0016,15.6392,0.0018,38.6272,0.0112,0.847021,4e-05,2.091994,0.00018,NA,NA,NA,NA,NA,"NIM","carb sup","Porf granitico","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,193,9.6704,3.9794,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2382","GDM.2382","MIDAS 213-B","Spain","Córdoba","Cardeña","San Cayetano",38.287442,-4.404807,"Mineral","Cu mineral","qz, gn, cp, mq, cer, cris, goe","Cu",18.484,0.0016,15.6377,0.0018,38.6396,0.0112,0.846011,4e-05,2.090366,0.00018,NA,NA,NA,NA,NA,"NIM","carb sup","Porf granitico","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,175,9.6603,3.9718,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2383","GDM.2383","MIDAS 213-C","Spain","Córdoba","Cardeña","San Cayetano",38.287442,-4.404807,"Mineral","Cu mineral","qz, gn, cp, mq, cer, cris, goe","Cu",18.4691,0.0018,15.641,0.0019,38.6373,0.0113,0.846873,4e-05,2.09194,0.00019,NA,NA,NA,NA,NA,"NIM","carb sup","Porf granitico","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,193,9.6763,3.9818,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2384","GDM.2384","MIDAS 208","Spain","Córdoba","Cardeña","Guadalmez-Almadenejos",38.392034,-4.420373,"Mineral","Cu mineral","qz, ank, gn, cpy, py, mq, bn, cup, cov, cris, hm","Cu",18.4502,0.0019,15.6358,0.0022,38.5354,0.0119,0.847449,4e-05,2.088538,0.00021,NA,NA,NA,NA,NA,"NIM","carb sup","granito y encajante","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,197,9.66,3.9391,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2385","GDM.2385","MIDAS 212","Spain","Córdoba","Cardeña","Fuencalienrte-Los Azules",38.343617,-4.321422,"Mineral","Cu mineral","qz, mq, hm","Cu",18.4391,0.0018,15.6364,0.0019,38.3837,0.0113,0.847997,4e-05,2.081599,0.00018,NA,NA,NA,NA,NA,"NIM","carb sup","granodiorita","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,207,9.6647,3.8669,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2386","GDM.2386","EAT232","Spain","Jaén","Navas de San Juan","Cerro de la Atalaya",38.18965,-3.315283,"Mineral","Cu mineral","mq, cris, az","Cu",18.721,0.005,15.676,0.005,38.717,0.013,0.837,0,2.068,0.00021,NA,NA,NA,NA,NA,"NIM","trias","arens y margas","New Red Sandstone",NA,NA,NA,NA,NA,NA,73,9.7618,3.8708,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","TIMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2387","GDM.2387","EAT233","Spain","Jaén","Navas de San Juan","Cerro de la Atalaya",38.18965,-3.315283,"Mineral","Cu mineral","mq, cris, az","Cu",18.713,0.008,15.68,0.009,38.726,0.027,0.838,0,2.069,0.00074,NA,NA,NA,NA,NA,"NIM","trias","arens y margas","New Red Sandstone",NA,NA,NA,NA,NA,NA,87,9.7788,3.8819,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","TIMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2388","GDM.2388","MIDAS 359","Spain","Jaén","Baños de la Encina","Mina de las Marquesas",38.157519,-3.784689,"Mineral","Cu mineral","gn, bar, cc, mq, cris","Cu",18.3164,0.0016,15.6505,0.0014,38.4464,0.0035,0.854452,2e-05,2.099014,5e-05,NA,NA,NA,NA,NA,"NIM","carb inf","Brechas ","CULM Pedroches",NA,NA,NA,NA,NA,NA,325,9.7483,3.9872,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2389","GDM.2389","MIDAS 361","Spain","Jaén","Villanueva de la Reina","Medianeria",38.206026,-3.869155,"Mineral","Cu mineral","qz, mq, az, goe","Cu",18.2499,0.0014,15.6562,0.0012,38.4461,0.003,0.857881,2e-05,2.10665,4e-05,NA,NA,NA,NA,NA,"NIM","carb inf","piz y areniscas","CULM Pedroches",NA,NA,NA,NA,NA,NA,385,9.7876,4.0348,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2390","GDM.2390","MIDAS 360","Spain","Jaén","Villanueva de la Reina","Medianeria",38.206026,-3.869155,"Mineral","Cu mineral","qz, mq, az, goe","Cu",18.2228,9e-04,15.6292,8e-04,38.3851,0.0022,0.857672,1e-05,2.106439,5e-05,NA,NA,NA,NA,NA,"NIM","carb inf","piz y areniscas","CULM Pedroches",NA,NA,NA,NA,NA,NA,355,9.6861,4.0109,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2391","GDM.2391","MIDAS 438","Spain","Jaén","Villanueva de la Reina","Medianeria",38.208225,-3.867902,"Mineral","Cu mineral","qz, mq, az, goe","Cu",18.238,7e-04,15.6329,7e-04,38.4017,0.0021,0.857161,1e-05,2.10558,5e-05,NA,NA,NA,NA,NA,"NIM","carb inf","piz y areniscas","CULM Pedroches",NA,NA,NA,NA,NA,NA,350,9.6971,4.0107,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2392","GDM.2392","MIDAS 362","Spain","Jaén","Baños de la Encina","Salida de las Yeguas",38.168915,-3.845627,"Mineral","Cu mineral","qz, gn, cpy, py, ept, mq, cris, cer","Cu",19.6618,0.0024,15.7205,0.002,39.1602,0.005,0.799541,2e-05,1.991687,6e-05,NA,NA,NA,NA,NA,"NIM","Carb sup","Monzogranito","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,-553,9.7933,3.5473,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.2393","GDM.2393","MRB99","Spain","Jaén","Villanueva de la Reina","Huerta del Gato",38.188955,-3.859488,"Mineral","Cu mineral","qz, cpy, py, mq, cris","Cu",19.5631,0.0051,15.7288,0.0041,38.8128,0.0108,0.803999,6e-05,1.98399,2e-04,NA,NA,NA,NA,NA,"NIM","Carb sup","Monzogranito","Los Pedroches Batolith",NA,NA,NA,NA,NA,NA,-457,9.8343,3.4495,"Sáez et al., 2020","Ref.135","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological","Northern branch of the Iberian Massif"
